player_id,player,pos,squad,age,standard_club,born,matches_played,standard_playing_time_starts,standard_playing_time_min,standard_playing_time_90s,goals,assists,standard_performance_g+a,standard_performance_g-pk,standard_performance_pk,standard_performance_pkatt,standard_performance_crdy,standard_performance_crdr,standard_per_90_minutes_gls,standard_per_90_minutes_ast,standard_per_90_minutes_g+a,standard_per_90_minutes_g-pk,standard_per_90_minutes_g+a-pk,shooting_90s,shooting_standard_gls,shots,shots_on_target,shooting_standard_sot%,shooting_standard_sh/90,shooting_standard_sot/90,shooting_standard_g/sh,shooting_standard_g/sot,shooting_standard_pk,shooting_standard_pkatt,misc_90s,yellow_cards,red_cards,misc_performance_2crdy,misc_performance_fls,misc_performance_fld,misc_performance_off,misc_performance_crs,misc_performance_int,misc_performance_tklw,misc_performance_pkwon,misc_performance_pkcon,misc_performance_og,playingtime_playing_time_mp,playingtime_playing_time_min,playingtime_playing_time_mn/mp,playingtime_playing_time_min%,playingtime_playing_time_90s,playingtime_starts_starts,playingtime_starts_mn/start,playingtime_starts_compl,playingtime_subs_subs,playingtime_subs_mn/sub,playingtime_subs_unsub,playingtime_team_success_ppm,playingtime_team_success_ong,playingtime_team_success_onga,playingtime_team_success_+/-,playingtime_team_success_+/-90,playingtime_team_success_on-off,minutes,played
167,Sebastián Cáceres,DF,uy Uruguay,26,,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,3,0,0.0,1.0,0.0,0.0,,0,0,3.0,0,0,0,2,2,0,1,2,1,,,0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.67,3.0,4.0,-1.0,-0.33,,270,True
168,Jordy Caicedo,FW,ec Ecuador,28,,1997,3,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,1,0,0.0,4.5,0.0,0.0,,0,0,0.2,0,0,0,2,0,0,0,0,0,,,0,3,20.0,7.0,5.6,0.2,0,,0,3,7.0,1,1.33,0.0,0.0,0.0,0.0,0.53,20,True
169,Moisés Caicedo,MF,ec Ecuador,24,,2001,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,4.0,0,4,1,25.0,1.0,0.25,0.0,0.0,0,0,4.0,1,0,0,5,4,0,17,4,6,,,0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,2.0,4.0,-2.0,-0.5,,360,True
170,Uğurcan Çakır,GK,tr Türkiye,30,,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,,0.0,0.0,,,0,0,3.0,0,0,0,0,0,0,0,0,0,,,0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,3.0,5.0,-2.0,-0.67,,270,True
171,Hakan Çalhanoğlu,MF,tr Türkiye,32,,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,11,2,18.2,5.5,1.0,0.0,0.0,0,0,2.0,0,0,0,2,1,0,10,1,3,,,0,2,180.0,90.0,66.7,2.0,2,90.0,2,0,,1,0.0,0.0,3.0,-3.0,-1.5,-2.5,180,True
172,Lamine Camara,MF,sn Senegal,22,,2004,4,3,248,2.8,0,1,1,0,0,0,1,0,0.0,0.36,0.36,0.0,0.36,2.8,0,3,0,0.0,1.09,0.0,0.0,,0,0,2.8,1,0,0,5,3,0,7,2,1,,,0,4,248.0,62.0,63.6,2.8,3,64.0,0,1,55.0,0,0.75,3.0,7.0,-4.0,-1.45,-4.62,248,True
173,Jaminton Campaz,"FW,MF",co Colombia,26,,2000,3,0,75,0.8,1,0,1,1,0,0,0,0,1.2,0.0,1.2,1.2,1.2,0.8,1,6,3,50.0,7.2,3.6,0.17,0.33,0,0,0.8,0,0,0,2,3,2,2,0,1,,,0,3,75.0,25.0,15.6,0.8,0,,0,3,25.0,2,2.33,1.0,0.0,1.0,1.2,0.53,75,True
174,İrfan Can Kahveci,MF,tr Türkiye,30,,1995,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,0.0,0,0,0,0,0,0,0,0,1,,,0,1,1.0,1.0,0.4,0.0,0,,0,1,1.0,2,3.0,1.0,0.0,1.0,90.0,91.0,1,True
175,José Canale,DF,py Paraguay,29,,1996,4,1,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.8,0,0,0,,0.0,0.0,,,0,0,1.8,0,0,0,1,2,0,1,1,6,,,0,4,161.0,40.0,33.5,1.8,1,120.0,1,3,14.0,1,1.25,1.0,2.0,-1.0,-0.56,0.01,161,True
176,João Cancelo,DF,pt Portugal,32,,1994,5,5,312,3.5,0,1,1,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29,3.5,0,3,0,0.0,0.87,0.0,0.0,,0,0,3.5,0,0,0,6,2,1,17,5,4,,,0,5,312.0,62.0,69.3,3.5,5,62.0,1,0,,0,1.6,4.0,2.0,2.0,0.58,-1.38,312,True
177,Agustín Canobbio,FW,uy Uruguay,27,,1998,3,2,224,2.5,1,0,1,1,0,0,0,1,0.4,0.0,0.4,0.4,0.4,2.5,1,4,1,25.0,1.61,0.4,0.25,1.0,0,0,2.5,0,1,0,7,5,1,8,2,3,,,0,3,224.0,75.0,83.0,2.5,2,90.0,1,1,45.0,0,0.67,3.0,3.0,0.0,0.0,1.96,224,True
178,Casemiro,MF,br Brazil,34,,1992,5,5,379,4.2,1,0,1,1,0,0,2,0,0.24,0.0,0.24,0.24,0.24,4.2,1,4,2,50.0,0.95,0.47,0.25,0.5,0,0,4.2,2,0,0,6,6,0,5,6,5,,,0,5,379.0,76.0,84.2,4.2,5,76.0,2,0,,0,2.0,9.0,4.0,5.0,1.19,-0.08,379,True
179,Josué Casimir,MF,ht Haiti,24,,2001,3,2,182,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,0.0,0.49,0.0,0.0,,0,0,2.0,1,0,0,4,4,0,3,0,0,,,0,3,182.0,61.0,67.4,2.0,2,76.0,1,1,30.0,0,0.0,2.0,7.0,-5.0,-2.47,-1.45,182,True
180,Timothy Castagne,DF,be Belgium,30,,1995,6,5,478,5.3,0,1,1,0,0,0,1,0,0.0,0.19,0.19,0.0,0.19,5.3,0,3,1,33.3,0.56,0.19,0.0,0.0,0,0,5.3,1,0,0,7,2,0,20,8,7,,,0,6,478.0,80.0,83.9,5.3,5,89.0,4,1,33.0,0,1.83,13.0,7.0,6.0,1.13,0.15,478,True
181,Kevin Castaño,MF,co Colombia,25,,2000,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,,0.0,0.0,,,0,0,0.2,0,0,0,0,0,0,0,0,0,,,0,2,16.0,8.0,3.3,0.2,0,,0,2,8.0,3,2.0,1.0,0.0,1.0,5.63,5.04,16,True
182,Jens Castrop,MF,kr Korea Republic,22,,2003,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,,0.0,0.0,,,0,0,0.5,0,0,0,3,0,0,3,0,0,,,0,1,45.0,45.0,16.7,0.5,0,,0,1,45.0,2,0.0,0.0,1.0,-1.0,-2.0,-2.0,45,True
183,Zeki Çelik,DF,tr Türkiye,29,,1997,2,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.8,0,1,1,100.0,0.55,0.55,0.0,0.0,0,0,1.8,0,0,0,1,0,0,1,1,3,,,0,2,163.0,82.0,60.4,1.8,2,82.0,0,0,,1,1.5,2.0,4.0,-2.0,-1.1,-1.1,163,True
184,Lukáš Červ,MF,cz Czechia,25,,2001,2,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.8,0,3,2,66.7,1.66,1.1,0.0,0.0,0,0,1.8,0,0,0,3,3,0,0,0,3,,,0,2,163.0,82.0,60.4,1.8,2,82.0,0,0,,1,0.5,1.0,2.0,-1.0,-0.55,1.97,163,True
185,Fares Chaïbi,MF,dz Algeria,23,,2002,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,4.0,0,9,3,33.3,2.25,0.75,0.0,0.0,0,0,4.0,1,0,0,3,2,1,6,3,5,,,0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,9.0,-4.0,-1.0,,360,True
186,Trevoh Chalobah,"DF,MF",eng England,26,,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,,,0,1,1.0,1.0,0.1,0.0,0,,0,1,1.0,6,3.0,1.0,1.0,0.0,0.0,-0.96,1,True
187,Štěpán Chaloupek,DF,cz Czechia,23,,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,,0.0,0.0,,,0,0,1.0,0,0,0,1,0,0,0,2,0,,,0,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,0.0,1.0,2.0,-1.0,-1.0,0.5,90,True
188,Mouhib Chamakh,GK,tn Tunisia,24,,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,,0.0,0.0,,,0,0,1.0,0,0,0,0,0,0,0,0,0,,,0,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,0.0,1.0,5.0,-4.0,-4.0,-1.0,90,True
189,Firas Chaouat,FW,tn Tunisia,30,,1996,3,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,,0.0,0.0,,,0,0,0.5,0,0,0,1,2,3,0,0,0,,,0,3,49.0,16.0,18.1,0.5,0,,0,3,16.0,0,0.0,0.0,3.0,-3.0,-5.51,-2.66,49,True
190,Luis Chávez,MF,mx Mexico,30,,1996,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0,0,0,,0.0,0.0,,,0,0,0.3,0,0,0,1,0,0,1,0,1,,,0,1,25.0,25.0,5.6,0.3,0,,0,1,25.0,4,3.0,1.0,0.0,1.0,3.6,2.33,25,True
191,Mateo Chávez,DF,mx Mexico,22,,2004,1,1,77,0.9,1,0,1,1,0,0,0,0,1.17,0.0,1.17,1.17,1.17,0.9,1,1,1,100.0,1.17,1.17,1.0,1.0,0,0,0.9,0,0,0,1,1,0,1,0,1,,,0,1,77.0,77.0,17.1,0.9,1,77.0,0,0,,4,3.0,2.0,0.0,2.0,2.34,1.13,77,True
192,Samir Chergui,DF,dz Algeria,27,,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,,0.0,0.0,,,0,0,0.2,0,0,0,0,0,0,0,0,0,,,0,1,20.0,20.0,5.6,0.2,0,,0,1,20.0,3,1.0,1.0,1.0,0.0,0.0,1.06,20,True
193,Rayan Cherki,MF,fr France,22,,2003,7,1,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.4,0,1,1,100.0,0.69,0.69,0.0,0.0,0,0,1.4,0,0,0,2,2,0,1,1,1,,,0,7,130.0,19.0,18.1,1.4,1,45.0,0,6,14.0,1,2.14,2.0,5.0,-3.0,-2.08,-4.06,130,True
194,Mathieu Choinière,MF,ca Canada,27,,1999,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,0,0,,0.0,0.0,,,0,0,0.6,0,0,0,1,1,0,4,2,1,,,0,1,57.0,57.0,12.7,0.6,1,57.0,0,0,,4,0.0,0.0,2.0,-2.0,-3.16,-4.3,57,True
195,Tahith Chong,MF,cw Curaçao,26,,1999,3,3,247,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.7,0,4,2,50.0,1.46,0.73,0.0,0.0,0,0,2.7,0,0,0,3,13,0,1,1,0,,,0,3,247.0,82.0,91.5,2.7,3,82.0,1,0,,0,0.33,1.0,8.0,-7.0,-2.55,1.36,247,True
196,Tomáš Chorý,FW,cz Czechia,31,,1995,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0,0,0,,0.0,0.0,,,0,0,0.3,0,0,0,2,1,0,0,0,0,,,0,2,31.0,16.0,11.5,0.3,0,,0,2,16.0,1,0.0,0.0,3.0,-3.0,-8.71,-8.33,31,True
197,Ryan Christie,MF,sct Scotland,31,,1995,3,1,95,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.1,0,2,0,0.0,1.89,0.0,0.0,,0,0,1.1,1,0,0,2,1,0,1,2,3,,,0,3,95.0,32.0,35.2,1.1,1,70.0,0,2,13.0,0,1.0,0.0,1.0,-1.0,-0.95,0.08,95,True
198,Carney Chukwuemeka,MF,at Austria,22,,2003,3,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0,2,1,50.0,2.17,1.08,0.0,0.0,0,0,0.9,0,0,0,2,2,0,0,0,0,,,0,3,83.0,28.0,23.1,0.9,0,,0,3,28.0,1,1.0,2.0,3.0,-1.0,-1.08,-0.43,83,True
