player_id,player,pos,squad,age,standard_club,born,matches_played,standard_playing_time_starts,standard_playing_time_min,standard_playing_time_90s,goals,assists,standard_performance_g+a,standard_performance_g-pk,standard_performance_pk,standard_performance_pkatt,standard_performance_crdy,standard_performance_crdr,standard_per_90_minutes_gls,standard_per_90_minutes_ast,standard_per_90_minutes_g+a,standard_per_90_minutes_g-pk,standard_per_90_minutes_g+a-pk,shooting_90s,shooting_standard_gls,shots,shots_on_target,shooting_standard_sot%,shooting_standard_sh/90,shooting_standard_sot/90,shooting_standard_g/sh,shooting_standard_g/sot,shooting_standard_pk,shooting_standard_pkatt,misc_90s,yellow_cards,red_cards,misc_performance_2crdy,misc_performance_fls,misc_performance_fld,misc_performance_off,misc_performance_crs,misc_performance_int,misc_performance_tklw,misc_performance_pkwon,misc_performance_pkcon,misc_performance_og,playingtime_playing_time_mp,playingtime_playing_time_min,playingtime_playing_time_mn/mp,playingtime_playing_time_min%,playingtime_playing_time_90s,playingtime_starts_starts,playingtime_starts_mn/start,playingtime_starts_compl,playingtime_subs_subs,playingtime_subs_mn/sub,playingtime_subs_unsub,playingtime_team_success_ppm,playingtime_team_success_ong,playingtime_team_success_onga,playingtime_team_success_+/-,playingtime_team_success_+/-90,playingtime_team_success_on-off,minutes,played
555,Riyad Mahrez,MF,dz Algeria,35,,1991,4,3,262,2.9,2,1,3,2,0,0,0,0,0.69,0.34,1.03,0.69,1.03,2.9,2,6,3,50.0,2.06,1.03,0.33,0.67,0,0,2.9,0,0,0,1,7,1,10,1,2,,,0,4,262.0,66.0,72.8,2.9,3,78.0,1,1,27.0,0,1.0,4.0,7.0,-3.0,-1.03,-0.11,262,True
556,Alexandro Maidana,DF,py Paraguay,20,,2005,2,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,0,0,,0.0,0.0,,,0,0,0.6,0,0,0,0,0,0,1,1,0,,,0,2,55.0,28.0,11.5,0.6,1,45.0,0,1,10.0,3,2.0,0.0,0.0,0.0,0.0,0.64,55,True
557,Mike Maignan,GK,fr France,30,,1995,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,0,,0.0,0.0,,,0,0,8.0,0,0,0,0,2,0,0,0,0,,,0,8,720.0,90.0,100.0,8.0,8,90.0,8,0,,0,2.25,20.0,10.0,10.0,1.25,,720,True
558,Evidence Makgopa,FW,za South Africa,26,,2000,4,2,215,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.4,0,4,3,75.0,1.67,1.26,0.0,0.0,0,0,2.4,0,0,0,1,1,2,0,1,1,,,0,4,215.0,54.0,59.7,2.4,2,88.0,1,2,20.0,0,1.0,2.0,0.0,2.0,0.84,3.32,215,True
559,Ahmed Maknzi,DF,iq Iraq,24,,2001,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,0,,0.0,0.0,,,0,0,0.4,0,0,0,0,0,0,0,0,2,,,0,1,33.0,33.0,12.2,0.4,0,,0,1,33.0,2,0.0,0.0,3.0,-3.0,-8.18,-5.14,33,True
560,Donyell Malen,FW,nl Netherlands,27,,1999,3,3,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.1,0,4,2,50.0,1.95,0.97,0.0,0.0,0,0,2.1,0,0,0,0,2,0,5,0,0,,,0,3,185.0,62.0,47.4,2.1,3,62.0,0,0,,1,2.33,7.0,2.0,5.0,2.43,1.99,185,True
561,Arjan Malic,DF,ba Bosnia–Herz,20,,2005,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,,0.0,0.0,,,0,0,0.5,0,0,0,1,1,0,2,0,0,,,0,1,45.0,45.0,12.5,0.5,1,45.0,0,0,,3,3.0,2.0,1.0,1.0,2.0,3.14,45,True
562,Mohamed Manai,DF,qa Qatar,23,,2002,3,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0,0,0,,0.0,0.0,,,0,0,0.8,0,0,0,3,0,0,0,2,0,,,1,3,69.0,23.0,25.6,0.8,0,,0,3,23.0,0,0.33,1.0,4.0,-3.0,-3.91,-1.67,69,True
563,Aïssa Mandi,DF,dz Algeria,34,,1991,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,,0.0,0.0,,,0,0,4.0,0,0,0,0,5,0,0,4,3,,,0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,9.0,-4.0,-1.0,,360,True
564,Sadio Mané,"MF,FW",sn Senegal,34,,1992,4,4,362,4.0,0,1,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25,4.0,0,6,3,50.0,1.49,0.75,0.0,0.0,0,0,4.0,0,0,0,4,10,3,13,3,2,,,0,4,362.0,91.0,92.8,4.0,4,91.0,3,0,,0,0.75,10.0,8.0,2.0,0.5,3.71,362,True
565,Juan Manuel Sanabria,DF,uy Uruguay,26,,2000,3,2,204,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.3,0,3,0,0.0,1.32,0.0,0.0,,0,0,2.3,1,0,0,1,0,1,15,1,4,,,0,3,204.0,68.0,75.6,2.3,2,80.0,1,1,45.0,0,0.67,3.0,3.0,0.0,0.0,1.36,204,True
566,Johan Manzambi,"MF,FW",ch Switzerland,20,,2005,4,2,199,2.2,3,2,5,3,0,0,0,0,1.36,0.9,2.26,1.36,2.26,2.2,3,6,3,50.0,2.71,1.36,0.5,1.0,0,0,2.2,0,0,0,3,3,1,3,0,0,,,0,4,199.0,50.0,33.2,2.2,2,77.0,0,2,23.0,0,2.5,8.0,3.0,5.0,2.26,2.49,199,True
567,Mahmoud Al-Mardi,MF,jo Jordan,32,,1993,3,1,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.4,0,1,1,100.0,0.69,0.69,0.0,0.0,0,0,1.4,0,0,0,4,2,0,7,0,1,,,0,3,130.0,43.0,48.1,1.4,1,75.0,0,2,28.0,0,0.0,2.0,3.0,-1.0,-0.69,1.88,130,True
568,Jearl Margaritha,"FW,MF",cw Curaçao,26,,2000,2,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0,1,0,0.0,2.2,0.0,0.0,,0,0,0.5,0,0,0,0,0,0,0,0,0,,,0,2,41.0,21.0,15.2,0.5,0,,0,2,21.0,1,0.5,0.0,3.0,-3.0,-6.59,-4.62,41,True
569,Omar Marmoush,"FW,MF",eg Egypt,27,,1999,5,3,326,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.6,0,11,1,9.1,3.04,0.28,0.0,0.0,0,0,3.6,0,0,0,3,8,0,5,2,3,,,0,5,326.0,65.0,67.9,3.6,3,90.0,1,2,28.0,0,1.2,4.0,5.0,-1.0,-0.28,-1.44,326,True
570,Marquinhos,DF,br Brazil,32,,1994,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0,2,0,0.0,0.4,0.0,0.0,,0,0,5.0,0,0,0,0,2,1,1,3,2,,,0,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,2.0,10.0,4.0,6.0,1.2,,450,True
571,Gabriel Martinelli,MF,br Brazil,24,,2001,4,1,143,1.6,1,0,1,1,0,0,0,0,0.63,0.0,0.63,0.63,0.63,1.6,1,2,1,50.0,1.26,0.63,0.5,1.0,0,0,1.6,0,0,0,4,3,0,2,2,0,,,0,4,143.0,36.0,31.8,1.6,1,66.0,0,3,26.0,1,2.25,1.0,0.0,1.0,0.63,-0.84,143,True
572,Guillermo Martínez Ayala,FW,mx Mexico,31,,1995,2,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0,0,0,,0.0,0.0,,,0,0,0.8,0,0,0,3,1,0,0,0,0,,,0,2,72.0,36.0,16.0,0.8,1,62.0,0,1,10.0,3,1.5,2.0,0.0,2.0,2.5,1.31,72,True
573,Cristian Martínez,"MF,FW",pa Panama,29,,1997,3,3,242,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.7,0,1,0,0.0,0.37,0.0,0.0,,0,0,2.7,0,0,0,5,5,1,12,1,4,,,0,3,242.0,81.0,89.6,2.7,3,81.0,2,0,,0,0.0,0.0,3.0,-3.0,-1.12,2.1,242,True
574,Emiliano Martínez,GK,ar Argentina,33,,1992,8,8,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0,,0.0,0.0,,,0,0,9.0,0,0,0,0,1,0,0,0,0,,,0,8,810.0,101.0,100.0,9.0,8,101.0,8,0,,0,2.63,19.0,8.0,11.0,1.22,,810,True
575,Lautaro Martínez,FW,ar Argentina,28,,1997,7,4,310,3.4,3,1,4,2,1,1,1,0,0.87,0.29,1.16,0.58,0.87,3.4,3,10,4,40.0,2.9,1.16,0.3,0.75,1,1,3.4,1,0,0,8,5,2,1,1,1,,,0,7,310.0,44.0,38.3,3.4,4,60.0,0,3,24.0,1,3.0,12.0,3.0,9.0,2.61,2.25,310,True
576,Lisandro Martínez,DF,ar Argentina,28,,1998,7,7,624,6.9,1,1,2,1,0,0,2,0,0.14,0.14,0.29,0.14,0.29,6.9,1,4,2,50.0,0.58,0.29,0.25,0.5,0,0,6.9,2,0,0,7,4,0,2,6,7,,,0,7,624.0,89.0,77.0,6.9,7,89.0,5,0,,1,2.57,14.0,6.0,8.0,1.15,-0.3,624,True
577,Thapelo Maseko,"MF,FW",za South Africa,22,,2003,3,3,242,2.7,1,0,1,1,0,0,0,0,0.37,0.0,0.37,0.37,0.37,2.7,1,8,1,12.5,2.98,0.37,0.13,1.0,0,0,2.7,0,0,0,4,10,0,2,2,1,,,0,3,242.0,81.0,67.2,2.7,3,81.0,0,0,,1,1.33,2.0,1.0,1.0,0.37,2.66,242,True
578,Hazem Mastouri,FW,tn Tunisia,28,,1997,1,1,89,1.0,1,0,1,1,0,0,0,0,1.01,0.0,1.01,1.01,1.01,1.0,1,3,2,66.7,3.03,2.02,0.33,0.5,0,0,1.0,0,0,0,2,2,0,1,1,0,,,0,1,89.0,89.0,33.0,1.0,1,89.0,0,0,,2,0.0,1.0,3.0,-2.0,-2.02,1.96,89,True
579,Arthur Masuaku,DF,cd Congo DR,32,,1993,4,4,315,3.5,0,1,1,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29,3.5,0,0,0,,0.0,0.0,,,0,0,3.5,0,0,0,0,4,0,12,0,5,,,0,4,315.0,79.0,87.5,3.5,4,79.0,0,0,,0,1.0,4.0,4.0,0.0,0.0,0.0,315,True
580,Igor Matanović,FW,hr Croatia,23,,2003,3,0,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1,0,4,2,50.0,3.79,1.89,0.0,0.0,0,0,1.1,0,0,0,4,3,1,0,0,0,,,0,3,95.0,32.0,26.4,1.1,0,,0,3,32.0,1,1.0,2.0,4.0,-2.0,-1.89,-2.23,95,True
581,Pape Matar Sarr,MF,sn Senegal,23,,2002,2,0,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0,4,0,0.0,5.37,0.0,0.0,,0,0,0.7,0,0,0,1,0,0,0,1,0,,,0,2,67.0,34.0,17.2,0.7,0,,0,2,34.0,2,0.0,1.0,3.0,-2.0,-2.69,-3.52,67,True
582,Jean-Philippe Mateta,FW,fr France,28,,1997,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0,3,1,33.3,11.25,3.75,0.0,0.0,0,0,0.3,0,0,0,1,0,0,0,0,0,,,0,3,24.0,8.0,3.3,0.3,0,,0,3,8.0,5,3.0,1.0,0.0,1.0,3.75,2.59,24,True
583,Mauricio,MF,py Paraguay,25,,2001,4,0,173,1.9,1,0,1,1,0,0,0,0,0.52,0.0,0.52,0.52,0.52,1.9,1,4,3,75.0,2.08,1.56,0.25,0.33,0,0,1.9,0,0,0,3,3,0,11,1,6,,,0,4,173.0,43.0,36.0,1.9,0,,0,4,43.0,1,0.5,1.0,1.0,0.0,0.0,0.88,173,True
584,Fiston Mayele,FW,cd Congo DR,31,,1994,2,0,42,0.5,1,0,1,1,0,0,0,0,2.14,0.0,2.14,2.14,2.14,0.5,1,5,1,20.0,10.71,2.14,0.2,1.0,0,0,0.5,0,0,0,1,1,1,0,0,0,,,0,2,42.0,21.0,11.7,0.5,0,,0,2,21.0,2,1.5,3.0,0.0,3.0,6.43,7.28,42,True
585,Ibrahim Maza,"MF,FW",dz Algeria,20,,2005,4,4,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.9,0,11,3,27.3,2.82,0.77,0.0,0.0,0,0,3.9,0,0,0,1,5,0,1,0,2,,,0,4,351.0,88.0,97.5,3.9,4,88.0,3,0,,0,1.0,5.0,9.0,-4.0,-1.03,-1.03,351,True
586,Noussair Mazraoui,DF,ma Morocco,28,,1997,6,5,477,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.3,0,0,0,,0.0,0.0,,,0,0,5.3,0,0,0,4,6,0,3,2,8,,,0,6,477.0,80.0,83.7,5.3,5,94.0,4,1,8.0,0,1.83,7.0,4.0,3.0,0.57,-0.4,477,True
587,Kylian Mbappé,FW,fr France,27,,1998,8,8,695,7.7,10,4,14,9,1,2,1,0,1.29,0.52,1.81,1.17,1.68,7.7,10,41,23,56.1,5.31,2.98,0.24,0.43,1,2,7.7,1,0,0,6,8,7,4,0,1,,,0,8,695.0,87.0,96.5,7.7,8,87.0,4,0,,0,2.25,19.0,10.0,9.0,1.17,-2.43,695,True
588,Thalente Mbatha,MF,za South Africa,26,,2000,4,2,260,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.9,0,4,1,25.0,1.38,0.35,0.0,0.0,0,0,2.9,1,0,0,4,0,0,4,5,2,,,0,4,260.0,65.0,72.2,2.9,2,90.0,2,2,40.0,0,1.0,2.0,3.0,-1.0,-0.35,0.55,260,True
589,Ibrahim Mbaye,MF,sn Senegal,18,,2008,4,1,157,1.7,1,0,1,1,0,0,0,0,0.57,0.0,0.57,0.57,0.57,1.7,1,4,1,25.0,2.29,0.57,0.25,1.0,0,0,1.7,0,0,0,0,2,0,9,1,0,,,0,4,157.0,39.0,40.3,1.7,1,56.0,0,3,34.0,0,0.75,4.0,6.0,-2.0,-1.15,-2.31,157,True
590,Chancel Mbemba,DF,cd Congo DR,31,,1994,4,4,360,4.0,0,1,1,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,4.0,0,1,0,0.0,0.25,0.0,0.0,,0,0,4.0,1,0,0,1,3,0,4,1,3,,,0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,5.0,0.0,0.0,,360,True
591,Mbekezeli Mbokazi,DF,za South Africa,20,,2005,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,4,1,25.0,1.0,0.25,0.0,0.0,0,0,4.0,0,0,0,3,5,1,3,4,5,,,0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,2.0,4.0,-2.0,-0.5,,360,True
592,Nathanaël Mbuku,"MF,FW",cd Congo DR,24,,2002,3,2,143,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.6,0,3,2,66.7,1.89,1.26,0.0,0.0,0,0,1.6,1,0,0,4,8,0,14,0,3,,,0,3,143.0,48.0,39.7,1.6,2,67.0,0,1,9.0,1,1.0,2.0,1.0,1.0,0.63,1.04,143,True
593,Callum McCowatt,MF,nz New Zealand,27,,1999,3,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.8,0,4,3,75.0,2.26,1.7,0.0,0.0,0,0,1.8,1,0,0,4,1,0,3,1,1,,,0,3,159.0,53.0,58.9,1.8,2,66.0,0,1,27.0,0,0.33,4.0,6.0,-2.0,-1.13,2.11,159,True
594,John McGinn,MF,sct Scotland,31,,1994,3,3,259,2.9,1,0,1,1,0,0,0,0,0.35,0.0,0.35,0.35,0.35,2.9,1,3,1,33.3,1.04,0.35,0.33,1.0,0,0,2.9,0,0,0,2,11,0,10,0,0,,,0,3,259.0,86.0,95.9,2.9,3,86.0,0,0,,0,1.0,1.0,4.0,-3.0,-1.04,-1.04,259,True
595,Scott McKenna,DF,sct Scotland,29,,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,,0.0,0.0,,,0,0,1.0,0,0,0,0,0,0,0,0,0,,,0,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,0.0,0.0,3.0,-3.0,-3.0,-3.0,90,True
596,Weston McKennie,MF,us USA,27,,1998,5,5,443,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,4.9,0,5,1,20.0,1.02,0.2,0.0,0.0,0,0,4.9,1,0,0,8,2,0,11,7,7,,,0,5,443.0,89.0,98.4,4.9,5,89.0,2,0,,0,1.8,11.0,7.0,4.0,0.81,13.67,443,True
597,Mark McKenzie,DF,us USA,27,,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,,0.0,0.0,,,0,0,1.0,0,0,0,1,1,0,0,1,1,,,0,1,90.0,90.0,20.0,1.0,1,90.0,1,0,,3,0.0,2.0,3.0,-1.0,-1.0,-2.0,90,True
598,Kenny McLean,MF,sct Scotland,34,,1992,3,1,118,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.3,0,1,0,0.0,0.76,0.0,0.0,,0,0,1.3,1,0,0,1,1,0,2,2,1,,,0,3,118.0,39.0,43.7,1.3,1,90.0,1,2,14.0,0,1.0,0.0,3.0,-3.0,-2.29,-2.29,118,True
599,Scott McTominay,MF,sct Scotland,29,,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,8,3,37.5,2.67,1.0,0.0,0.0,0,0,3.0,0,0,0,3,0,0,0,0,2,,,0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,1.0,4.0,-3.0,-1.0,,270,True
600,Brandon Mechele,DF,be Belgium,33,,1993,6,6,570,6.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,6.3,0,5,1,20.0,0.79,0.16,0.0,0.0,0,0,6.3,1,0,0,9,2,0,0,4,4,,,0,6,570.0,95.0,100.0,6.3,6,95.0,6,0,,0,1.83,14.0,7.0,7.0,1.11,,570,True
601,Facundo Medina,DF,ar Argentina,27,,1999,5,3,308,3.4,0,1,1,0,0,0,1,0,0.0,0.29,0.29,0.0,0.29,3.4,0,0,0,,0.0,0.0,,,0,0,3.4,1,0,0,3,2,1,1,2,7,,,0,5,308.0,62.0,38.0,3.4,3,85.0,1,2,26.0,3,2.4,5.0,2.0,3.0,0.88,-0.56,308,True
602,Yaimar Medina,"DF,MF",ec Ecuador,21,,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0,1,0,0.0,2.0,0.0,0.0,,0,0,0.5,0,0,0,1,0,0,4,1,0,,,0,1,45.0,45.0,12.5,0.5,0,,0,1,45.0,3,0.0,0.0,0.0,0.0,0.0,0.57,45,True
603,Hannibal Mejbri,MF,tn Tunisia,23,,2003,3,3,270,3.0,0,2,2,0,0,0,0,0,0.0,0.67,0.67,0.0,0.67,3.0,0,3,1,33.3,1.0,0.33,0.0,0.0,0,0,3.0,0,0,0,4,15,0,10,1,4,,,0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.0,2.0,12.0,-10.0,-3.33,,270,True
604,Amar Memić,MF,ba Bosnia–Herz,25,,2001,4,2,224,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.5,0,3,1,33.3,1.21,0.4,0.0,0.0,0,0,2.5,0,0,0,4,3,0,5,2,2,,,0,4,224.0,56.0,62.2,2.5,2,82.0,1,2,31.0,0,1.0,3.0,5.0,-2.0,-0.8,-0.14,224,True
605,Memphis,"FW,MF",nl Netherlands,32,,1994,3,0,54,0.6,0,1,1,0,0,0,1,0,0.0,1.67,1.67,0.0,1.67,0.6,0,0,0,,0.0,0.0,,,0,0,0.6,1,0,0,1,1,0,1,0,0,,,0,3,54.0,18.0,13.8,0.6,0,,0,3,18.0,1,2.33,1.0,1.0,0.0,0.0,-1.61,54,True
606,Sultan Mendash,MF,sa Saudi Arabia,31,,1994,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0,0,0,,0.0,0.0,,,0,0,0.7,0,0,0,1,2,0,0,0,3,,,0,1,65.0,65.0,24.1,0.7,1,65.0,0,0,,2,1.0,0.0,0.0,0.0,0.0,1.76,65,True
607,Lucas Mendes,DF,qa Qatar,35,,1990,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,0.0,0,0,0,0,0,1,0,0,0,,,0,1,4.0,4.0,1.5,0.0,0,,0,1,4.0,2,0.0,0.0,1.0,-1.0,-22.5,-20.13,4,True
608,Nuno Mendes,DF,pt Portugal,23,,2002,5,5,395,4.4,1,0,1,1,0,0,0,0,0.23,0.0,0.23,0.23,0.23,4.4,1,3,1,33.3,0.68,0.23,0.33,1.0,0,0,4.4,0,0,0,3,12,1,19,0,6,,,0,5,395.0,79.0,87.8,4.4,5,79.0,2,0,,0,1.6,8.0,2.0,6.0,1.37,3.0,395,True
609,Ryan Mendes,"FW,MF",cv Cabo Verde,36,,1990,4,4,330,3.7,0,1,1,0,0,0,0,0,0.0,0.27,0.27,0.0,0.27,3.7,0,6,0,0.0,1.64,0.0,0.0,,0,0,3.7,0,0,0,1,2,2,3,5,2,,,0,4,330.0,83.0,84.6,3.7,4,83.0,2,0,,0,0.75,3.0,3.0,0.0,0.0,1.5,330,True
610,Édouard Mendy,GK,sn Senegal,34,,1992,2,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.7,0,0,0,,0.0,0.0,,,0,0,1.7,0,0,0,0,0,0,0,0,0,,,0,2,152.0,76.0,39.0,1.7,2,76.0,1,0,,0,0.0,2.0,6.0,-4.0,-2.37,-4.26,152,True
611,Gideon Mensah,DF,gh Ghana,27,,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,,0.0,0.0,,,0,0,4.0,0,0,0,2,3,0,3,8,5,,,0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,2.0,3.0,-1.0,-0.25,,360,True
612,Mikel Merino,MF,es Spain,29,,1996,8,1,199,2.2,2,0,2,2,0,0,0,0,0.9,0.0,0.9,0.9,0.9,2.2,2,5,3,60.0,2.26,1.36,0.4,0.67,0,0,2.2,0,0,0,6,8,0,1,3,2,,,0,8,199.0,25.0,26.5,2.2,1,59.0,0,7,20.0,0,2.75,5.0,0.0,5.0,2.26,0.95,199,True
613,Lionel Messi,FW,ar Argentina,38,,1987,8,7,740,8.2,8,4,12,8,0,2,0,0,0.97,0.49,1.46,0.97,1.46,8.2,8,35,18,51.4,4.26,2.19,0.23,0.44,0,2,8.2,0,0,0,3,20,5,54,0,10,,,0,8,740.0,93.0,91.4,8.2,7,101.0,6,1,31.0,0,2.63,17.0,7.0,10.0,1.22,-0.07,740,True
614,Connor Metcalfe,MF,au Australia,26,,1999,4,3,315,3.5,1,0,1,1,0,0,0,0,0.29,0.0,0.29,0.29,0.29,3.5,1,5,2,40.0,1.43,0.57,0.2,0.5,0,0,3.5,0,0,0,1,0,0,8,2,5,,,0,4,315.0,79.0,80.8,3.5,3,90.0,2,1,45.0,0,1.25,3.0,1.0,2.0,0.57,2.97,315,True
615,Thomas Meunier,DF,be Belgium,34,,1991,3,2,190,2.1,0,1,1,0,0,0,0,0,0.0,0.47,0.47,0.0,0.47,2.1,0,2,1,50.0,0.95,0.47,0.0,0.0,0,0,2.1,0,0,0,9,0,0,7,2,2,,,0,3,190.0,63.0,33.3,2.1,2,74.0,1,1,43.0,3,1.67,4.0,1.0,3.0,1.42,0.47,190,True
616,Liam Millar,MF,ca Canada,26,,1999,3,2,162,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.8,0,1,0,0.0,0.56,0.0,0.0,,0,0,1.8,1,0,0,3,1,0,10,0,4,,,0,3,162.0,54.0,36.0,1.8,2,65.0,0,1,33.0,2,1.33,1.0,1.0,0.0,0.0,-0.94,162,True
617,Kim Min-jae,DF,kr Korea Republic,29,,1996,3,3,245,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.7,0,1,1,100.0,0.37,0.37,0.0,0.0,0,0,2.7,0,0,0,2,1,0,0,2,2,,,0,3,245.0,82.0,90.7,2.7,3,82.0,2,0,,0,1.0,2.0,3.0,-1.0,-0.37,-0.37,245,True
618,Yerry Mina,DF,co Colombia,31,,1994,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,0.0,0,0,0,0,1,0,0,0,0,,,0,1,2.0,2.0,0.4,0.0,0,,0,1,2.0,4,1.0,0.0,0.0,0.0,0.0,-0.75,2,True
619,Alan Minda,MF,ec Ecuador,23,,2003,1,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,2,0,0.0,3.27,0.0,0.0,,0,0,0.6,0,0,0,0,1,0,2,1,0,,,0,1,55.0,55.0,15.3,0.6,1,55.0,0,0,,3,0.0,0.0,0.0,0.0,0.0,0.59,55,True
620,Aubrey Modiba,DF,za South Africa,30,,1995,4,4,346,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.8,0,5,1,20.0,1.3,0.26,0.0,0.0,0,0,3.8,1,0,0,4,6,2,11,4,5,,,0,4,346.0,87.0,96.1,3.8,4,87.0,3,0,,0,1.0,2.0,4.0,-2.0,-0.52,-0.52,346,True
621,Luka Modrić,MF,hr Croatia,40,,1985,4,4,317,3.5,0,1,1,0,0,0,1,0,0.0,0.28,0.28,0.0,0.28,3.5,0,1,0,0.0,0.28,0.0,0.0,,0,0,3.5,1,0,0,4,3,0,11,0,3,,,0,4,317.0,79.0,88.1,3.5,4,79.0,2,0,,0,1.5,6.0,6.0,0.0,0.0,2.09,317,True
622,Relebohile Mofokeng,MF,za South Africa,21,,2004,3,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.9,0,3,1,33.3,1.6,0.53,0.0,0.0,0,0,1.9,0,0,0,3,2,0,2,0,2,,,0,3,169.0,56.0,46.9,1.9,2,62.0,0,1,45.0,1,1.33,2.0,0.0,2.0,1.07,2.95,169,True
623,Shahriar Moghanlou,FW,ir IR Iran,31,,1994,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,0,0.0,3.07,0.0,0.0,,0,0,1.0,0,0,0,1,1,1,2,0,2,,,0,3,88.0,29.0,32.6,1.0,1,52.0,0,2,18.0,0,1.0,1.0,1.0,0.0,0.0,0.0,88,True
